customer_id,age,gender,education,marital_status,income_clp,region,registration_date,total_purchases,total_spent_clp,online_purchases,store_purchases,complaints,satisfaction_score,last_purchase_days
C00984,41,Femenino,Universitaria,Soltero,2301610.0,Metropolitana,2025-09-23,13,1913854,7,13,0,4.0,340
C00985,41,Femenino,Técnica,Viudo,,Biobío,2020-07-07,15,816934,3,6,1,5.0,141
C00986,28,Femenino,Media,Divorciado,748246.0,Araucanía,2022-09-21,18,734275,3,17,1,5.0,111
C00987,60,Femenino,Universitaria,Soltero,,Valparaíso,2024-11-07,13,358875,7,6,1,,261
C00988,52,Femenino,Universitaria,Casado,2510791.0,Metropolitana,2024-08-10,16,1520738,6,10,2,4.0,188
C00989,39,Femenino,Técnica,Soltero,4956734.0,Biobío,2021-08-06,12,714462,9,4,2,4.0,344
C00990,42,Femenino,Media,Soltero,723792.0,Araucanía,2023-03-13,15,217461,5,9,1,3.0,358
C00991,44,Masculino,Técnica,Soltero,1338592.0,Valparaíso,2019-02-07,17,311384,8,8,0,4.0,273
C00992,18,Femenino,Universitaria,Divorciado,470187.0,Araucanía,2023-10-07,9,571156,7,7,0,4.0,185
C00993,39,Femenino,Universitaria,Viudo,1539162.0,Biobío,2025-01-12,16,420273,10,6,0,5.0,287
C00994,33,M,Media,Casado,937659.0,Biobío,2021-08-20,9,461755,9,7,1,3.0,92
C00995,29,Masculino,Media,Soltero,2851576.0,Metropolitana,2021-02-12,13,3266301,5,12,0,1.0,194
C00996,38,Femenino,Universitaria,Viudo,,Araucanía,2018-07-29,12,1223077,12,7,1,4.0,360
C00997,63,Femenino,Técnica,Viudo,561125.0,Metropolitana,2020-11-30,13,170409,8,12,2,,349
C00998,49,Femenino,Técnica,Divorciado,970690.0,Valparaíso,2020-03-26,17,662498,13,6,0,2.0,338
C00999,35,FEMENINO,Postgrado,Casado,493294.0,Metropolitana,2024-01-30,14,758176,10,10,0,,311
C01000,48,Femenino,Media,Divorciado,1682559.0,Valparaíso,2018-08-22,15,329788,7,4,1,10,329
C00522,48,Masculino,,Viudo,1486263.0,Metropolitana,2025-05-03,18,1099394,4,6,1,4.0,257
C00738,53,Masculino,Media,Soltero,826655.0,Santiago,2020-09-21,19,1713334,5,10,1,3.0,278
C00741,19,Femenino,Técnica,Casado,1714721.0,Araucanía,2019-08-19,20,50000000,5,10,2,4.0,108
C00661,35,Masculino,Universitaria,Soltero,1283428.0,Biobío,2025-06-27,17,280058,10,10,0,3.0,252
C00412,28,Hombre,Técnica,Soltero,,Metropolitana,2023-11-18,17,934178,7,10,1,5.0,228
C00679,53,Femenino,Técnica,Casado,717460.0,Biobío,2022-06-13,10,693575,3,12,2,4.0,109
C00627,30,Masculino,Universitaria,Viudo,646963.0,Biobío,2021-02-27,12,694503,8,10,1,5.0,143
C00514,31,Femenino,Universitaria,Casado,1167505.0,Santiago,2020-02-20,16,1660766,14,6,1,4.0,7
C00860,49,Femenino,Universitaria,Casado,729133.0,Valparaíso,2018-10-22,17,1186709,7,5,2,4.0,260
C00137,150,Femenino,Postgrado,Casado,1152768.0,Metropolitana,2019-10-27,15,190776,7,7,1,4.0,300
C00812,36,Masculino,Media,Viudo,1512022.0,Metropolitana,2023-11-04,19,1175186,11,6,0,4.0,169
C00077,43,Masculino,Universitaria,Viudo,677817.0,Metropolitana,2025-09-24,9,431912,2,11,2,3.0,296
C00637,51,Masculino,Media,Divorciado,,Araucanía,2025-12-18,16,1633022,16,7,1,3.0,145
C00974,34,Femenino,Universitaria,Viudo,512722.0,Metropolitana,2020-05-25,12,939370,6,14,2,3.0,347
C00939,44,Masculino,Técnica,Casado,1789074.0,Biobío,2024-08-23,14,424648,8,14,2,5.0,68
C00900,32,Femenino,Técnica,Soltero,,Araucanía,2023-02-16,12,333721,11,8,2,5.0,264
C00281,43,Femenino,Postgrado,Viudo,,Araucanía,2021-02-20,20,746418,9,7,0,3.0,107
C00884,54,Femenino,Universitaria,Viudo,1338666.0,Biobío,2025-09-01,16,455683,5,12,0,4.0,264
C00762,43,Femenino,Media,Viudo,494754.0,Araucanía,2024-03-25,17,751725,9,12,0,4.0,45
C00320,40,Masculino,Media,Viudo,760088.0,Araucanía,2020-05-23,17,428171,7,9,1,4.0,187
